Tahun;Bulan;Negara;Komoditas;Volume;Tabel Harga
2019;June;UNITED STATES;Jintan;60.0;15.86
2019;July;UNITED STATES;Jintan;60.0;15.86
2019;August;UNITED STATES;Jintan;60.0;15.86
2019;September;UNITED STATES;Jintan;50.0;14.2
2019;October;UNITED STATES;Jintan;500.0;1.42
2019;November;UNITED STATES;Jintan;60.0;15.86
2019;December;UNITED STATES;Jintan;60.0;15.86
2020;January;HONG KONG;Jintan;46.88;3.67
2020;February;HONG KONG;Jintan;14.4;3.93
2020;March;HONG KONG;Jintan;46.88;3.67
2020;April;HONG KONG;Jintan;46.88;3.67
2020;May;HONG KONG;Jintan;14.4;3.67
2020;June;HONG KONG;Jintan;46.88;3.67
2020;July;HONG KONG;Jintan;46.88;3.67
2020;August;HONG KONG;Jintan;46.88;3.67
2020;September;HONG KONG;Jintan;46.88;3.67
2020;October;HONG KONG;Jintan;46.88;3.67
2020;November;HONG KONG;Jintan;46.88;3.67
2020;December;HONG KONG;Jintan;46.88;3.67
2020;January;INDIA;Jintan;5000.0;19.52
2020;February;INDIA;Jintan;5000.0;19.52
2020;March;INDIA;Jintan;5000.0;19.52
2020;April;INDIA;Jintan;5000.0;19.52
2020;May;INDIA;Jintan;5000.0;19.52
2020;June;INDIA;Jintan;5000.0;19.52
2020;July;INDIA;Jintan;5000.0;19.52
2020;August;INDIA;Jintan;5000.0;19.52
2020;September;INDIA;Jintan;5000.0;19.52
2020;October;INDIA;Jintan;5000.0;19.52
2020;November;INDIA;Jintan;5000.0;19.52
2020;December;INDIA;Jintan;5000.0;19.52
2020;January;JAPAN;Jintan;2.0;2.87
2020;February;JAPAN;Jintan;2.0;2.87
2020;March;JAPAN;Jintan;2.0;2.87
2020;April;JAPAN;Jintan;2.0;2.87
2020;May;JAPAN;Jintan;2.0;2.87
2020;June;JAPAN;Jintan;2.0;2.87
2020;July;JAPAN;Jintan;2.0;2.87
2020;August;JAPAN;Jintan;2.0;2.87
2020;September;JAPAN;Jintan;2.0;2.87
2020;October;JAPAN;Jintan;2.0;2.87
2020;November;JAPAN;Jintan;5.0;2.87
2020;December;JAPAN;Jintan;2.0;0.48
2020;January;MAURITIUS;Jintan;250.0;4.275
2020;February;MAURITIUS;Jintan;160.0;4.55
2020;March;MAURITIUS;Jintan;250.0;4.275
2020;April;MAURITIUS;Jintan;250.0;4.275
2020;May;MAURITIUS;Jintan;250.0;4.275
2020;June;MAURITIUS;Jintan;250.0;4.275
2020;July;MAURITIUS;Jintan;250.0;4.275
2020;August;MAURITIUS;Jintan;250.0;4.275
2020;September;MAURITIUS;Jintan;250.0;4.275
2020;October;MAURITIUS;Jintan;250.0;4.275
2020;November;MAURITIUS;Jintan;250.0;4.275
2020;December;MAURITIUS;Jintan;250.0;4.275
2020;January;SINGAPORE;Jintan;5.0;1.48
2020;February;SINGAPORE;Jintan;5.0;1.48
2020;March;SINGAPORE;Jintan;5.0;1.48
2020;April;SINGAPORE;Jintan;5.0;1.48
2020;May;SINGAPORE;Jintan;10.0;1.38
2020;June;SINGAPORE;Jintan;5.0;1.48
2020;July;SINGAPORE;Jintan;5.0;1.48
2020;August;SINGAPORE;Jintan;5.0;1.48
2020;September;SINGAPORE;Jintan;5.0;1.48
2020;October;SINGAPORE;Jintan;0.5;2.0
2020;November;SINGAPORE;Jintan;5.0;1.48
2020;December;SINGAPORE;Jintan;5.0;1.48
2020;January;UNITED KINGDOM;Jintan;52.16;0.78
2020;February;UNITED KINGDOM;Jintan;52.16;0.78
2020;March;UNITED KINGDOM;Jintan;52.16;0.78
2020;April;UNITED KINGDOM;Jintan;52.16;0.78
2020;May;UNITED KINGDOM;Jintan;52.16;0.78
2020;June;UNITED KINGDOM;Jintan;52.16;0.78
2020;July;UNITED KINGDOM;Jintan;52.16;0.78
2020;August;UNITED KINGDOM;Jintan;52.16;0.78
2020;September;UNITED KINGDOM;Jintan;52.16;0.78
2020;October;UNITED KINGDOM;Jintan;52.16;0.78
2020;November;UNITED KINGDOM;Jintan;52.16;0.78
2020;December;UNITED KINGDOM;Jintan;52.16;0.78
2020;January;UNITED STATES;Jintan;10.0;74.91
2020;February;UNITED STATES;Jintan;60.0;15.86
2020;March;UNITED STATES;Jintan;60.0;15.86
2020;April;UNITED STATES;Jintan;60.0;15.86
2020;May;UNITED STATES;Jintan;60.0;15.86
2020;June;UNITED STATES;Jintan;50.0;18.19
2020;July;UNITED STATES;Jintan;60.0;15.86
2020;August;UNITED STATES;Jintan;60.0;15.86
2020;September;UNITED STATES;Jintan;60.0;15.86
2020;October;UNITED STATES;Jintan;60.0;17.52
2020;November;UNITED STATES;Jintan;60.0;15.86
2020;December;UNITED STATES;Jintan;60.0;15.86
2021;January;CHINA;Jintan;12425.0;6.26
2021;February;CHINA;Jintan;12425.0;6.26
2021;March;CHINA;Jintan;12425.0;6.26
2021;April;CHINA;Jintan;5427.1;12.26
2021;May;CHINA;Jintan;12425.0;6.26
2021;June;CHINA;Jintan;12425.0;6.26
2021;July;CHINA;Jintan;12425.0;6.26
2021;August;CHINA;Jintan;12425.0;6.26
2021;September;CHINA;Jintan;12425.0;6.26
2021;October;CHINA;Jintan;12425.0;6.26
2021;November;CHINA;Jintan;12550.0;6.26
2021;December;CHINA;Jintan;12425.0;6.26
2021;January;EAST TIMOR;Jintan;60.0;0.92
2021;February;EAST TIMOR;Jintan;60.0;0.92
2021;March;EAST TIMOR;Jintan;60.0;0.92
2021;April;EAST TIMOR;Jintan;60.0;0.92
2021;May;EAST TIMOR;Jintan;60.0;0.92
2021;June;EAST TIMOR;Jintan;66.0;0.76
2021;July;EAST TIMOR;Jintan;3.25;12.2
2021;August;EAST TIMOR;Jintan;60.0;0.92
2021;September;EAST TIMOR;Jintan;60.0;0.92
2021;October;EAST TIMOR;Jintan;60.0;0.92
2021;November;EAST TIMOR;Jintan;60.0;0.92
2021;December;EAST TIMOR;Jintan;500.0;0.07
2021;January;FRANCE;Jintan;10.0;10.31
2021;February;FRANCE;Jintan;10.0;10.31
2021;March;FRANCE;Jintan;10.0;10.31
2021;April;FRANCE;Jintan;10.0;10.31
2021;May;FRANCE;Jintan;10.0;10.31
2021;June;FRANCE;Jintan;10.0;10.31
2021;July;FRANCE;Jintan;10.0;10.31
2021;August;FRANCE;Jintan;10.0;10.31
2021;September;FRANCE;Jintan;10.0;10.31
2021;October;FRANCE;Jintan;10.0;10.31
2021;November;FRANCE;Jintan;10.0;10.31
2021;December;FRANCE;Jintan;10.0;10.31
2021;January;HONG KONG;Jintan;46.88;3.67
2021;February;HONG KONG;Jintan;46.88;3.67
2021;March;HONG KONG;Jintan;46.88;3.67
2021;April;HONG KONG;Jintan;46.88;3.67
2021;May;HONG KONG;Jintan;46.88;3.67
2021;June;HONG KONG;Jintan;46.88;3.67
2021;July;HONG KONG;Jintan;46.88;3.67
2021;August;HONG KONG;Jintan;46.88;3.67
2021;September;HONG KONG;Jintan;46.88;3.67
2021;October;HONG KONG;Jintan;46.88;3.67
2021;November;HONG KONG;Jintan;24.0;4.79
2021;December;HONG KONG;Jintan;46.88;3.67
2021;January;JAPAN;Jintan;0.5;2.9
2021;February;JAPAN;Jintan;2.0;2.87
2021;March;JAPAN;Jintan;2.0;2.87
2021;April;JAPAN;Jintan;2.0;2.87
2021;May;JAPAN;Jintan;2.0;2.87
2021;June;JAPAN;Jintan;2.0;2.87
2021;July;JAPAN;Jintan;2.0;2.87
2021;August;JAPAN;Jintan;2.0;2.87
2021;September;JAPAN;Jintan;2.0;2.87
2021;October;JAPAN;Jintan;2.0;2.87
2021;November;JAPAN;Jintan;2.0;2.87
2021;December;JAPAN;Jintan;2.0;2.87
2021;January;MAURITIUS;Jintan;250.0;4.275
2021;February;MAURITIUS;Jintan;250.0;4.275
2021;March;MAURITIUS;Jintan;250.0;4.275
2021;April;MAURITIUS;Jintan;250.0;4.275
2021;May;MAURITIUS;Jintan;250.0;4.275
2021;June;MAURITIUS;Jintan;250.0;4.275
2021;July;MAURITIUS;Jintan;250.0;4.275
2021;August;MAURITIUS;Jintan;250.0;4.275
2021;September;MAURITIUS;Jintan;250.0;4.275
2021;October;MAURITIUS;Jintan;300.0;4.0
2021;November;MAURITIUS;Jintan;250.0;4.275
2021;December;MAURITIUS;Jintan;250.0;4.275
2021;January;SINGAPORE;Jintan;5.0;1.48
2021;February;SINGAPORE;Jintan;5.0;1.48
2021;March;SINGAPORE;Jintan;1.0;10.0
2021;April;SINGAPORE;Jintan;5.0;1.48
2021;May;SINGAPORE;Jintan;5.0;1.48
2021;June;SINGAPORE;Jintan;5.0;1.48
2021;July;SINGAPORE;Jintan;5.0;1.48
2021;August;SINGAPORE;Jintan;5.0;1.48
2021;September;SINGAPORE;Jintan;5.0;1.48
2021;October;SINGAPORE;Jintan;5.0;1.48
2021;November;SINGAPORE;Jintan;5.0;1.48
2021;December;SINGAPORE;Jintan;5.0;1.48
2021;January;UNITED STATES;Jintan;60.0;15.86
2021;February;UNITED STATES;Jintan;60.0;15.86
2021;March;UNITED STATES;Jintan;60.0;15.86
2021;April;UNITED STATES;Jintan;60.0;15.86
2021;May;UNITED STATES;Jintan;60.0;15.86
2021;June;UNITED STATES;Jintan;60.0;15.86
2021;July;UNITED STATES;Jintan;60.0;15.86
2021;August;UNITED STATES;Jintan;60.0;15.86
2021;September;UNITED STATES;Jintan;60.0;15.86
2021;October;UNITED STATES;Jintan;60.0;17.92
2021;November;UNITED STATES;Jintan;60.0;15.86
2021;December;UNITED STATES;Jintan;60.0;15.86
2022;January;CHINA;Jintan;12425.0;6.26
2022;February;CHINA;Jintan;12425.0;6.3
2022;March;CHINA;Jintan;12425.0;6.26
2022;April;CHINA;Jintan;12425.0;6.26
2022;May;CHINA;Jintan;12425.0;6.26
2022;June;CHINA;Jintan;12425.0;6.26
2022;July;CHINA;Jintan;12425.0;6.26
2022;August;CHINA;Jintan;12425.0;6.26
2022;September;CHINA;Jintan;12804.5;3.85
2022;October;CHINA;Jintan;12425.0;6.26
2022;November;CHINA;Jintan;12425.0;6.26
2022;December;CHINA;Jintan;12425.0;6.26
2022;January;EAST TIMOR;Jintan;60.0;0.92
2022;February;EAST TIMOR;Jintan;50.0;2.86
2022;March;EAST TIMOR;Jintan;25.0;6.6
2022;April;EAST TIMOR;Jintan;50.0;1.78
2022;May;EAST TIMOR;Jintan;60.0;0.92
2022;June;EAST TIMOR;Jintan;60.0;0.92
2022;July;EAST TIMOR;Jintan;0.9;33.73
2022;August;EAST TIMOR;Jintan;100.0;3.76
2022;September;EAST TIMOR;Jintan;60.0;0.92
2022;October;EAST TIMOR;Jintan;60.0;0.92
2022;November;EAST TIMOR;Jintan;60.0;0.92
2022;December;EAST TIMOR;Jintan;60.0;0.92
2022;January;HONG KONG;Jintan;46.88;3.67
2022;February;HONG KONG;Jintan;46.88;3.67
2022;March;HONG KONG;Jintan;46.88;3.67
2022;April;HONG KONG;Jintan;12.0;4.77
2022;May;HONG KONG;Jintan;46.88;3.67
2022;June;HONG KONG;Jintan;46.88;3.67
2022;July;HONG KONG;Jintan;46.88;3.67
2022;August;HONG KONG;Jintan;46.88;3.67
2022;September;HONG KONG;Jintan;46.88;3.67
2022;October;HONG KONG;Jintan;46.88;3.67
2022;November;HONG KONG;Jintan;46.88;3.67
2022;December;HONG KONG;Jintan;12.0;4.36
2022;January;MALAYSIA;Jintan;100.0;0.19
2022;February;MALAYSIA;Jintan;100.0;0.19
2022;March;MALAYSIA;Jintan;100.0;0.19
2022;April;MALAYSIA;Jintan;100.0;0.19
2022;May;MALAYSIA;Jintan;100.0;0.19
2022;June;MALAYSIA;Jintan;180.0;0.32
2022;July;MALAYSIA;Jintan;40.0;0.34
2022;August;MALAYSIA;Jintan;150.0;0.11
2022;September;MALAYSIA;Jintan;140.0;0.31
2022;October;MALAYSIA;Jintan;100.0;0.19
2022;November;MALAYSIA;Jintan;20.0;0.13
2022;December;MALAYSIA;Jintan;100.0;0.26
2022;January;MAURITIUS;Jintan;250.0;4.275
2022;February;MAURITIUS;Jintan;250.0;4.275
2022;March;MAURITIUS;Jintan;250.0;4.275
2022;April;MAURITIUS;Jintan;250.0;4.275
2022;May;MAURITIUS;Jintan;250.0;4.275
2022;June;MAURITIUS;Jintan;250.0;4.275
2022;July;MAURITIUS;Jintan;800.0;5.2
2022;August;MAURITIUS;Jintan;250.0;4.275
2022;September;MAURITIUS;Jintan;250.0;4.275
2022;October;MAURITIUS;Jintan;250.0;4.275
2022;November;MAURITIUS;Jintan;250.0;4.275
2022;December;MAURITIUS;Jintan;250.0;4.275
2022;January;SINGAPORE;Jintan;5.0;1.48
2022;February;SINGAPORE;Jintan;5.0;1.48
2022;March;SINGAPORE;Jintan;5.0;1.21
2022;April;SINGAPORE;Jintan;5.0;1.48
2022;May;SINGAPORE;Jintan;5.0;1.48
2022;June;SINGAPORE;Jintan;5.0;1.48
2022;July;SINGAPORE;Jintan;5.0;1.48
2022;August;SINGAPORE;Jintan;5.0;1.48
2022;September;SINGAPORE;Jintan;5.0;1.48
2022;October;SINGAPORE;Jintan;5.0;1.48
2022;November;SINGAPORE;Jintan;5.0;1.48
2022;December;SINGAPORE;Jintan;5.0;1.48
2022;January;UNITED STATES;Jintan;60.0;15.86
2022;February;UNITED STATES;Jintan;60.0;15.86
2022;March;UNITED STATES;Jintan;60.0;15.86
2022;April;UNITED STATES;Jintan;60.0;15.86
2022;May;UNITED STATES;Jintan;60.0;15.86
2022;June;UNITED STATES;Jintan;60.0;15.86
2022;July;UNITED STATES;Jintan;60.0;15.86
2022;August;UNITED STATES;Jintan;60.0;17.52
2022;September;UNITED STATES;Jintan;0.5;1.96
2022;October;UNITED STATES;Jintan;60.0;15.86
2022;November;UNITED STATES;Jintan;60.0;15.86
2022;December;UNITED STATES;Jintan;60.0;15.86
2023;January;AUSTRALIA;Jintan;4.61;11.11
2023;February;AUSTRALIA;Jintan;4.61;11.11
2023;March;AUSTRALIA;Jintan;4.61;11.11
2023;April;AUSTRALIA;Jintan;4.61;11.11
2023;May;AUSTRALIA;Jintan;4.61;11.11
2023;June;AUSTRALIA;Jintan;4.61;11.11
2023;July;AUSTRALIA;Jintan;4.61;11.11
2023;August;AUSTRALIA;Jintan;4.61;11.11
2023;September;AUSTRALIA;Jintan;4.61;11.11
2023;October;AUSTRALIA;Jintan;4.61;11.11
2023;November;AUSTRALIA;Jintan;4.61;11.11
2023;December;AUSTRALIA;Jintan;4.61;11.11
2023;January;CANADA;Jintan;21.25;15.87
2023;February;CANADA;Jintan;21.25;15.87
2023;March;CANADA;Jintan;21.25;15.87
2023;April;CANADA;Jintan;21.25;15.87
2023;May;CANADA;Jintan;21.25;15.87
2023;June;CANADA;Jintan;21.25;15.87
2023;July;CANADA;Jintan;21.25;15.87
2023;August;CANADA;Jintan;21.25;15.87
2023;September;CANADA;Jintan;21.25;15.87
2023;October;CANADA;Jintan;12.5;18.7
2023;November;CANADA;Jintan;21.25;15.87
2023;December;CANADA;Jintan;21.25;15.87
2023;January;EAST TIMOR;Jintan;60.0;0.92
2023;February;EAST TIMOR;Jintan;60.0;0.92
2023;March;EAST TIMOR;Jintan;60.0;0.92
2023;April;EAST TIMOR;Jintan;60.0;0.92
2023;May;EAST TIMOR;Jintan;100.0;4.51
2023;June;EAST TIMOR;Jintan;60.0;0.92
2023;July;EAST TIMOR;Jintan;60.0;0.92
2023;August;EAST TIMOR;Jintan;50.0;1.0
2023;September;EAST TIMOR;Jintan;60.0;0.92
2023;October;EAST TIMOR;Jintan;60.0;0.92
2023;November;EAST TIMOR;Jintan;60.0;0.92
2023;December;EAST TIMOR;Jintan;60.0;0.92
2023;January;HONG KONG;Jintan;46.88;3.67
2023;February;HONG KONG;Jintan;46.88;3.67
2023;March;HONG KONG;Jintan;46.88;3.67
2023;April;HONG KONG;Jintan;46.88;3.67
2023;May;HONG KONG;Jintan;46.88;15.14
2023;June;HONG KONG;Jintan;46.88;3.67
2023;July;HONG KONG;Jintan;46.88;3.67
2023;August;HONG KONG;Jintan;46.88;3.67
2023;September;HONG KONG;Jintan;46.88;3.67
2023;October;HONG KONG;Jintan;46.88;3.67
2023;November;HONG KONG;Jintan;46.88;3.67
2023;December;HONG KONG;Jintan;46.88;3.67
2023;January;MALAYSIA;Jintan;100.0;0.19
2023;February;MALAYSIA;Jintan;420.0;0.13
2023;March;MALAYSIA;Jintan;465.0;0.13
2023;April;MALAYSIA;Jintan;175.0;0.13
2023;May;MALAYSIA;Jintan;100.0;0.19
2023;June;MALAYSIA;Jintan;90.0;0.23
2023;July;MALAYSIA;Jintan;509.0;0.17
2023;August;MALAYSIA;Jintan;30.0;0.13
2023;September;MALAYSIA;Jintan;100.0;0.19
2023;October;MALAYSIA;Jintan;20.0;0.32
2023;November;MALAYSIA;Jintan;30.0;0.19
2023;December;MALAYSIA;Jintan;100.0;0.19
2023;January;QATAR;Jintan;10.0;3.57
2023;February;QATAR;Jintan;10.0;3.57
2023;March;QATAR;Jintan;10.0;3.57
2023;April;QATAR;Jintan;10.0;3.57
2023;May;QATAR;Jintan;10.0;3.57
2023;June;QATAR;Jintan;10.0;3.57
2023;July;QATAR;Jintan;10.0;3.57
2023;August;QATAR;Jintan;10.0;3.57
2023;September;QATAR;Jintan;10.0;3.57
2023;October;QATAR;Jintan;10.0;3.57
2023;November;QATAR;Jintan;10.0;3.57
2023;December;QATAR;Jintan;10.0;3.57
2023;January;SINGAPORE;Jintan;5.0;1.48
2023;February;SINGAPORE;Jintan;5.0;1.48
2023;March;SINGAPORE;Jintan;5.0;1.48
2023;April;SINGAPORE;Jintan;5.0;1.48
2023;May;SINGAPORE;Jintan;5.0;1.48
2023;June;SINGAPORE;Jintan;5.0;1.48
2023;July;SINGAPORE;Jintan;5.0;1.48
2023;August;SINGAPORE;Jintan;5.0;1.48
2023;September;SINGAPORE;Jintan;5.0;1.48
2023;October;SINGAPORE;Jintan;0.16;6.25
2023;November;SINGAPORE;Jintan;5.0;1.48
2023;December;SINGAPORE;Jintan;5.0;1.48
2023;January;UNITED STATES;Jintan;60.0;15.86
2023;February;UNITED STATES;Jintan;60.0;15.86
2023;March;UNITED STATES;Jintan;60.0;15.86
2023;April;UNITED STATES;Jintan;60.0;15.86
2023;May;UNITED STATES;Jintan;60.0;15.86
2023;June;UNITED STATES;Jintan;60.0;15.86
2023;July;UNITED STATES;Jintan;60.0;15.86
2023;August;UNITED STATES;Jintan;60.0;15.86
2023;September;UNITED STATES;Jintan;22675.0;4.21
2023;October;UNITED STATES;Jintan;60.0;15.86
2023;November;UNITED STATES;Jintan;60.0;15.86
2023;December;UNITED STATES;Jintan;60.0;15.86
2017;January;FRANCE;Kacang Makademia;70.0;5.46
2017;February;FRANCE;Kacang Makademia;70.0;5.46
2017;March;FRANCE;Kacang Makademia;70.0;5.46
2017;April;FRANCE;Kacang Makademia;70.0;5.46
2017;May;FRANCE;Kacang Makademia;70.0;5.46
2017;June;FRANCE;Kacang Makademia;70.0;5.46
2017;July;FRANCE;Kacang Makademia;70.0;5.46
2017;August;FRANCE;Kacang Makademia;70.0;5.46
2017;September;FRANCE;Kacang Makademia;70.0;5.46
2017;October;FRANCE;Kacang Makademia;70.0;5.46
2017;November;FRANCE;Kacang Makademia;70.0;5.46
2017;December;FRANCE;Kacang Makademia;60.0;3.55
2018;January;NEW ZEALAND;Kacang Makademia;100.0;0.07
2018;February;NEW ZEALAND;Kacang Makademia;100.0;0.07
2018;March;NEW ZEALAND;Kacang Makademia;100.0;0.07
2018;April;NEW ZEALAND;Kacang Makademia;100.0;0.07
2018;May;NEW ZEALAND;Kacang Makademia;100.0;0.07
2018;June;NEW ZEALAND;Kacang Makademia;100.0;0.07
2018;July;NEW ZEALAND;Kacang Makademia;100.0;0.07
2018;August;NEW ZEALAND;Kacang Makademia;100.0;0.07
2018;September;NEW ZEALAND;Kacang Makademia;100.0;0.07
2018;October;NEW ZEALAND;Kacang Makademia;100.0;0.07
2018;November;NEW ZEALAND;Kacang Makademia;100.0;0.07
2018;December;NEW ZEALAND;Kacang Makademia;100.0;0.07
2019;January;FRANCE;Kacang Makademia;80.0;7.37
2019;February;FRANCE;Kacang Makademia;70.0;5.46
2019;March;FRANCE;Kacang Makademia;70.0;5.46
2019;April;FRANCE;Kacang Makademia;70.0;5.46
2019;May;FRANCE;Kacang Makademia;70.0;5.46
2019;June;FRANCE;Kacang Makademia;70.0;5.46
2019;July;FRANCE;Kacang Makademia;70.0;5.46
2019;August;FRANCE;Kacang Makademia;70.0;5.46
2019;September;FRANCE;Kacang Makademia;70.0;5.46
2019;October;FRANCE;Kacang Makademia;70.0;5.46
2019;November;FRANCE;Kacang Makademia;70.0;5.46
2019;December;FRANCE;Kacang Makademia;70.0;5.46
2017;January;CAMBODIA;Kacang Mede;60199.225;1.0
2017;February;CAMBODIA;Kacang Mede;60199.225;1.0
2017;March;CAMBODIA;Kacang Mede;60199.225;1.0
2017;April;CAMBODIA;Kacang Mede;60199.225;1.0
2017;May;CAMBODIA;Kacang Mede;60199.225;1.0
2017;June;CAMBODIA;Kacang Mede;60199.225;1.0
2017;July;CAMBODIA;Kacang Mede;60199.225;1.0
2017;August;CAMBODIA;Kacang Mede;60199.225;1.0
2017;September;CAMBODIA;Kacang Mede;60199.225;1.0
2017;October;CAMBODIA;Kacang Mede;60199.225;1.0
2017;November;CAMBODIA;Kacang Mede;24722.0;0.1
2017;December;CAMBODIA;Kacang Mede;175000.0;0.1
2017;January;CHINA;Kacang Mede;32760.0;1.005
2017;February;CHINA;Kacang Mede;32760.0;1.005
2017;March;CHINA;Kacang Mede;32760.0;1.005
2017;April;CHINA;Kacang Mede;32760.0;1.005
2017;May;CHINA;Kacang Mede;32760.0;1.005
2017;June;CHINA;Kacang Mede;32760.0;1.005
2017;July;CHINA;Kacang Mede;32760.0;1.005
2017;August;CHINA;Kacang Mede;32760.0;1.005
2017;September;CHINA;Kacang Mede;54469.0;0.2
2017;October;CHINA;Kacang Mede;103025.0;0.69
2017;November;CHINA;Kacang Mede;102700.0;1.0
2017;December;CHINA;Kacang Mede;153025.0;1.01
2017;January;FRANCE;Kacang Mede;280.0;12.195
2017;February;FRANCE;Kacang Mede;280.0;12.195
2017;March;FRANCE;Kacang Mede;280.0;12.195
2017;April;FRANCE;Kacang Mede;280.0;12.195
2017;May;FRANCE;Kacang Mede;280.0;12.195
2017;June;FRANCE;Kacang Mede;280.0;12.195
2017;July;FRANCE;Kacang Mede;280.0;12.195
2017;August;FRANCE;Kacang Mede;280.0;12.195
2017;September;FRANCE;Kacang Mede;280.0;12.195
2017;October;FRANCE;Kacang Mede;280.0;12.195
2017;November;FRANCE;Kacang Mede;280.0;12.195
2017;December;FRANCE;Kacang Mede;250.0;8.4
2017;January;HONG KONG;Kacang Mede;14960.0;9.27
2017;February;HONG KONG;Kacang Mede;14950.0;9.72
2017;March;HONG KONG;Kacang Mede;29796.0;9.12
2017;April;HONG KONG;Kacang Mede;14960.0;9.27
2017;May;HONG KONG;Kacang Mede;14960.0;9.27
2017;June;HONG KONG;Kacang Mede;14960.0;9.27
2017;July;HONG KONG;Kacang Mede;14960.0;9.27
2017;August;HONG KONG;Kacang Mede;14960.0;9.27
2017;September;HONG KONG;Kacang Mede;14960.0;9.27
2017;October;HONG KONG;Kacang Mede;14960.0;9.27
2017;November;HONG KONG;Kacang Mede;14960.0;9.27
2017;December;HONG KONG;Kacang Mede;14960.0;9.27
2017;January;INDIA;Kacang Mede;575027.0;1.53
2017;February;INDIA;Kacang Mede;837435.0;1.77
2017;March;INDIA;Kacang Mede;132260.0;1.35
2017;April;INDIA;Kacang Mede;694281.0;1.48
2017;May;INDIA;Kacang Mede;694281.0;1.48
2017;June;INDIA;Kacang Mede;694281.0;1.48
2017;July;INDIA;Kacang Mede;137448.0;2.26
2017;August;INDIA;Kacang Mede;730912.0;2.14
2017;September;INDIA;Kacang Mede;3444682.0;2.18
2017;October;INDIA;Kacang Mede;4750178.3;2.25
2017;November;INDIA;Kacang Mede;994308.0;2.19
2017;December;INDIA;Kacang Mede;793726.0;1.98
2017;January;JAPAN;Kacang Mede;3000.0;8.4
2017;February;JAPAN;Kacang Mede;3000.0;8.4
2017;March;JAPAN;Kacang Mede;3000.0;8.4
2017;April;JAPAN;Kacang Mede;3000.0;8.4
2017;May;JAPAN;Kacang Mede;3000.0;8.4
2017;June;JAPAN;Kacang Mede;3000.0;8.4
2017;July;JAPAN;Kacang Mede;368.0;25.0
2017;August;JAPAN;Kacang Mede;3000.0;8.4
2017;September;JAPAN;Kacang Mede;3000.0;8.4
2017;October;JAPAN;Kacang Mede;3000.0;8.4
2017;November;JAPAN;Kacang Mede;3000.0;8.4
2017;December;JAPAN;Kacang Mede;3000.0;8.4
2017;January;MALAYSIA;Kacang Mede;750.0;1.685
2017;February;MALAYSIA;Kacang Mede;750.0;1.685
2017;March;MALAYSIA;Kacang Mede;2950.0;0.87
2017;April;MALAYSIA;Kacang Mede;750.0;1.685
2017;May;MALAYSIA;Kacang Mede;750.0;1.685
2017;June;MALAYSIA;Kacang Mede;750.0;1.685
2017;July;MALAYSIA;Kacang Mede;750.0;1.685
2017;August;MALAYSIA;Kacang Mede;750.0;1.685
2017;September;MALAYSIA;Kacang Mede;750.0;1.685
2017;October;MALAYSIA;Kacang Mede;750.0;1.685
2017;November;MALAYSIA;Kacang Mede;750.0;1.685
2017;December;MALAYSIA;Kacang Mede;750.0;1.685
2017;January;MALDIVES;Kacang Mede;32.6;33.480000000000004
2017;February;MALDIVES;Kacang Mede;32.6;33.480000000000004
2017;March;MALDIVES;Kacang Mede;32.6;33.480000000000004
2017;April;MALDIVES;Kacang Mede;32.6;33.480000000000004
2017;May;MALDIVES;Kacang Mede;32.6;33.480000000000004
2017;June;MALDIVES;Kacang Mede;32.6;33.480000000000004
2017;July;MALDIVES;Kacang Mede;32.6;33.480000000000004
2017;August;MALDIVES;Kacang Mede;54.2;22.12
2017;September;MALDIVES;Kacang Mede;32.6;33.480000000000004
2017;October;MALDIVES;Kacang Mede;32.6;33.480000000000004
2017;November;MALDIVES;Kacang Mede;32.6;33.480000000000004
2017;December;MALDIVES;Kacang Mede;32.6;33.480000000000004
2017;January;SRI LANKA;Kacang Mede;231520.0;1.73
2017;February;SRI LANKA;Kacang Mede;231520.0;1.73
2017;March;SRI LANKA;Kacang Mede;54000.0;2.2
2017;April;SRI LANKA;Kacang Mede;231520.0;1.73
2017;May;SRI LANKA;Kacang Mede;231520.0;1.73
2017;June;SRI LANKA;Kacang Mede;231520.0;1.73
2017;July;SRI LANKA;Kacang Mede;231520.0;1.73
2017;August;SRI LANKA;Kacang Mede;231520.0;1.73
2017;September;SRI LANKA;Kacang Mede;231520.0;1.73
2017;October;SRI LANKA;Kacang Mede;289015.3;2.37
2017;November;SRI LANKA;Kacang Mede;374672.4;2.26
2017;December;SRI LANKA;Kacang Mede;230051.0;1.94
2017;January;VIET NAM;Kacang Mede;4700893.0;1.76
2017;February;VIET NAM;Kacang Mede;3472603.0;1.77
2017;March;VIET NAM;Kacang Mede;826063.0;1.66
2017;April;VIET NAM;Kacang Mede;27000.0;2.02
2017;May;VIET NAM;Kacang Mede;100000.0;1.9
2017;June;VIET NAM;Kacang Mede;2233094.0;1.41
2017;July;VIET NAM;Kacang Mede;579416.0;2.17
2017;August;VIET NAM;Kacang Mede;1938025.0;2.21
2017;September;VIET NAM;Kacang Mede;5101019.02;2.1
2017;October;VIET NAM;Kacang Mede;8235872.0;2.08
2017;November;VIET NAM;Kacang Mede;10476585.2;2.11
2017;December;VIET NAM;Kacang Mede;5395639.0;2.17
2018;January;CAMBODIA;Kacang Mede;135558.0;2.2
2018;February;CAMBODIA;Kacang Mede;35070.0;1.4
